MVP_ID,Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
10455,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Ajinkya Rahane,RR,53.11,74,67.19,53.11,-,-,0,54,-,
10456,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Chris Morris,RR,47.85,0,-,0,1/34,1.76,47.85,0,1,34
10457,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Mitchell Johnson,PBKS,46.11,13,12.99,11.94,1/33,1.05,34.17,7,1,33
10458,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Pravin Tambe,RR,45.55,0,-,0,1/20,1.68,45.55,0,1,20
10459,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Sandeep Sharma,PBKS,45.36,0,-,0,1/25,0.95,45.36,0,1,25
10460,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Stuart Binny,RR,34.23,12,16.21,21.6,0/13,-,12.63,4,0,13
10461,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Shane Watson,RR,31.8,45,41.45,35.59,0/13,-,- 3.79,35,0,13
10462,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Rahul Tewatia,RR,29.93,0,-,0,1/31,1.74,29.93,0,1,31
10463,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Wriddhiman Saha,PBKS,29.69,19,23.91,29.69,-,-,0,8,-,
10464,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Karun Nair,RR,27.16,25,25.73,27.16,-,-,0,13,-,
10465,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Anureet Singh,PBKS,19.93,0,-,0,1/41,0.96,19.93,0,1,41
10466,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Shivam Sharma,PBKS,15.76,0,-,0,1/44,1.82,15.76,0,1,44
10467,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Murali Vijay,PBKS,13.75,21,18.31,13.75,-,-,0,18,-,
10468,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Sanju Samson,RR,7.54,5,6.14,7.54,-,-,0,2,-,
10469,18th match (N),Ahmedabad,21-April-2015,21-April-2015,James Faulkner,RR,- 2.44,1,- 3.68,- 7.95,0/41,-,5.51,3,0,41
10470,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Steven Smith,RR,- 3.34,0,- 1.74,- 3.34,-,-,0,1,-,
10471,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Virender Sehwag,PBKS,- 8.51,1,- 3.34,- 8.51,-,-,0,4,-,
10472,18th match (N),Ahmedabad,21-April-2015,21-April-2015,Glenn Maxwell,PBKS,- 19.79,1,- 6.22,- 14.39,0/15,-,- 5.4,6,0,15
10473,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,David Warner,SRH,126.29,91,109.55,126.29,-,-,0,55,-,
10474,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Morne Morkel,KKR,63.31,0,-,0,2/31,2.94,63.31,0,2,31
10475,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Andre Russell,KKR,54.62,19,22.7,28.53,1/6,1.07,26.1,10,1,6
10476,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Robin Uthappa,KKR,45.24,34,40.49,45.24,-,-,0,21,-,
10477,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Moises Henriques,SRH,35.72,7,4.76,3.21,1/9,1.71,32.51,5,1,9
10478,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Praveen Kumar,SRH,33.16,0,-,0,1/18,1.75,33.16,0,1,18
10479,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Naman Ojha,SRH,29.07,18,22.03,29.07,-,-,0,8,-,
10480,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Ravi Bopara,SRH,28.6,2,- 2.37,- 6.89,1/7,1.74,35.49,4,1,7
10481,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Shikhar Dhawan,SRH,27.9,54,42.67,27.9,-,-,0,46,-,
10482,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Manish Pandey,KKR,21.48,33,27.91,21.48,-,-,0,24,-,
10483,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Johan Botha,KKR,18.67,0,-,0,0/26,-,18.67,0,0,26
10484,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Bhuvneshwar Kumar,SRH,17.74,0,-,0,1/24,0.77,17.74,0,1,24
10485,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Umesh Yadav,KKR,15.72,0,-,0,1/40,0.72,15.72,0,1,40
10486,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Dale Steyn,SRH,7.79,0,-,0,0/24,-,7.79,0,0,24
10487,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Karn Sharma,SRH,7.01,0,-,0,0/5,-,7.01,0,0,5
10488,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Sunil Narine,KKR,4.43,0,-,0,0/38,-,4.43,0,0,38
10489,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Suryakumar Yadav,KKR,0.8,2,2,0.8,-,-,0,2,-,
10490,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Yusuf Pathan,KKR,- 3.27,6,1.74,- 3.96,0/18,-,0.69,7,0,18
10491,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Bipul Sharma,SRH,- 4.29,0,-,0,0/14,-,- 4.29,0,0,14
10492,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Piyush Chawla,KKR,- 7.96,0,-,0,0/15,-,- 7.96,0,0,15
10493,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,KL Rahul,SRH,- 10.33,0,- 5.65,- 10.33,-,-,0,3,-,
10494,19th match (D/N),Visakhapatnam,22-April-2015,22-April-2015,Gautam Gambhir,KKR,- 10.46,4,- 2.25,- 10.46,-,-,0,8,-,
10495,20th match (N),Bengaluru,22-April-2015,22-April-2015,Suresh Raina,CSK,104.49,62,81.35,104.49,-,-,0,32,-,
10496,20th match (N),Bengaluru,22-April-2015,22-April-2015,Ashish Nehra,CSK,90.38,0,- 1.27,- 1.07,4/10,4.16,91.45,1,4,10
10497,20th match (N),Bengaluru,22-April-2015,22-April-2015,Yuzvendra Chahal,RCB,79.03,0,-,0,3/40,4.75,79.03,0,3,40
10498,20th match (N),Bengaluru,22-April-2015,22-April-2015,Dwayne Smith,CSK,48.57,39,43.85,48.57,-,-,0,29,-,
10499,20th match (N),Bengaluru,22-April-2015,22-April-2015,Iqbal Abdulla,RCB,46.53,0,-,0,2/36,2.41,46.53,0,2,36
10500,20th match (N),Bengaluru,22-April-2015,22-April-2015,Faf du Plessis,CSK,44.15,33,38.33,44.15,-,-,0,18,-,
10501,20th match (N),Bengaluru,22-April-2015,22-April-2015,Ishwar Pandey,CSK,41.59,0,-,0,1/21,1.37,41.59,0,1,21
10502,20th match (N),Bengaluru,22-April-2015,22-April-2015,Virat Kohli,RCB,37.52,51,48.43,37.52,-,-,0,42,-,
10503,20th match (N),Bengaluru,22-April-2015,22-April-2015,Harshal Patel,RCB,36.34,0,- 0.11,- 0.5,1/28,1.34,36.84,1,1,28
10504,20th match (N),Bengaluru,22-April-2015,22-April-2015,Mitchell Starc,RCB,33.33,9,9,6.69,1/24,0.4,26.64,6,1,24
10505,20th match (N),Bengaluru,22-April-2015,22-April-2015,Rilee Rossouw,RCB,21.31,14,17.7,21.31,-,-,0,9,-,
10506,20th match (N),Bengaluru,22-April-2015,22-April-2015,AB de Villiers,RCB,18.71,14,15.92,18.71,-,-,0,10,-,
10507,20th match (N),Bengaluru,22-April-2015,22-April-2015,Manvinder Bisla,RCB,18.1,17,17.7,18.1,-,-,0,14,-,
10508,20th match (N),Bengaluru,22-April-2015,22-April-2015,Ravindra Jadeja,CSK,17.02,8,5.2,1.62,1/37,1.08,15.4,8,1,37
10509,20th match (N),Bengaluru,22-April-2015,22-April-2015,David Wiese,RCB,15.33,22,21.52,10.98,1/46,0.96,4.35,20,1,46
10510,20th match (N),Bengaluru,22-April-2015,22-April-2015,Sarfaraz Khan,RCB,12.23,11,12.03,12.23,-,-,0,7,-,
10511,20th match (N),Bengaluru,22-April-2015,22-April-2015,MS Dhoni,CSK,4.81,13,9.58,4.81,-,-,0,13,-,
10512,20th match (N),Bengaluru,22-April-2015,22-April-2015,Dinesh Karthik,RCB,2.65,10,7.46,2.65,-,-,0,11,-,
10513,20th match (N),Bengaluru,22-April-2015,22-April-2015,Dwayne Bravo,CSK,2.27,5,4.1,3.3,1/25,0.25,- 1.03,4,1,25
10514,20th match (N),Bengaluru,22-April-2015,22-April-2015,Brendon McCullum,CSK,- 1.97,4,1.1,- 1.97,-,-,0,6,-,
10515,20th match (N),Bengaluru,22-April-2015,22-April-2015,Ravichandran Ashwin,CSK,- 4.02,5,5.41,5.93,0/17,-,- 9.94,3,0,17
10516,20th match (N),Bengaluru,22-April-2015,22-April-2015,Mohit Sharma,CSK,- 8.3,2,- 4.03,- 4.69,0/39,-,- 3.62,6,0,39
10517,21st match (N),Delhi,23-April-2015,23-April-2015,Shreyas Iyer,DC,97.32,83,91.6,97.32,-,-,0,56,-,
10518,21st match (N),Delhi,23-April-2015,23-April-2015,Jean-Paul Duminy,DC,81.08,78,84.25,87.56,0/14,-,- 6.48,50,0,14
10519,21st match (N),Delhi,23-April-2015,23-April-2015,Amit Mishra,DC,50.23,0,-,0,2/32,2.8,50.23,0,2,32
10520,21st match (N),Delhi,23-April-2015,23-April-2015,Lasith Malinga,MI,48.3,6,6,3.38,1/23,1.02,44.92,10,1,23
10521,21st match (N),Delhi,23-April-2015,23-April-2015,Angelo Mathews,DC,47.33,17,19.64,22.64,2/15,1.65,24.7,8,2,15
10522,21st match (N),Delhi,23-April-2015,23-April-2015,Mitchell McClenaghan,MI,43.93,0,-,- 0.22,2/38,2.45,44.15,1,2,38
10523,21st match (N),Delhi,23-April-2015,23-April-2015,Domnic Muthuswami,DC,42.23,0,-,0,1/7,1.66,42.23,0,1,7
10524,21st match (N),Delhi,23-April-2015,23-April-2015,Parthiv Patel,MI,39.7,28,33.58,39.7,-,-,0,19,-,
10525,21st match (N),Delhi,23-April-2015,23-April-2015,Ambati Rayudu,MI,25.11,30,29.18,25.11,-,-,0,22,-,
10526,21st match (N),Delhi,23-April-2015,23-April-2015,Imran Tahir,DC,24.73,0,-,0,3/22,1.46,24.73,0,3,22
10527,21st match (N),Delhi,23-April-2015,23-April-2015,Rohit Sharma,MI,23.33,30,29.22,23.33,-,-,0,24,-,
10528,21st match (N),Delhi,23-April-2015,23-April-2015,Nathan Coulter-Nile,DC,19.86,0,-,0,1/36,1.15,19.86,0,1,36
10529,21st match (N),Delhi,23-April-2015,23-April-2015,Unmukt Chand,MI,14.32,14,14.92,14.32,-,-,0,11,-,
10530,21st match (N),Delhi,23-April-2015,23-April-2015,Lendl Simmons,MI,11.1,15,13.5,11.1,-,-,0,14,-,
10531,21st match (N),Delhi,23-April-2015,23-April-2015,Hardik Pandya,MI,6.69,0,- 0.34,- 1.34,0/14,-,8.03,1,0,14
10532,21st match (N),Delhi,23-April-2015,23-April-2015,Harbhajan Singh,MI,6.35,9,9,3.41,0/34,-,2.94,10,0,34
10533,21st match (N),Delhi,23-April-2015,23-April-2015,Shahbaz Nadeem,DC,3.89,0,-,0,0/25,-,3.89,0,0,25
10534,21st match (N),Delhi,23-April-2015,23-April-2015,Kieron Pollard,MI,1.81,10,10.57,10.66,0/25,-,- 8.86,8,0,25
10535,21st match (N),Delhi,23-April-2015,23-April-2015,Kedar Jadhav,DC,- 0.33,1,0.43,- 0.33,-,-,0,1,-,
10536,21st match (N),Delhi,23-April-2015,23-April-2015,Mayank Agarwal,DC,- 2.09,1,- 0.22,- 2.09,-,-,0,2,-,
10537,21st match (N),Delhi,23-April-2015,23-April-2015,Yuvraj Singh,DC,- 5.58,2,- 1.5,- 5.58,-,-,0,4,-,
10538,21st match (N),Delhi,23-April-2015,23-April-2015,Jasprit Bumrah,MI,- 9.7,0,-,0,1/55,0.79,- 9.7,0,1,55
10539,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Shane Watson,RR,73.47,26,29.37,33.16,1/23,1.96,40.31,22,1,23
10540,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Mitchell Starc,RCB,55.29,0,-,0,3/22,2.75,55.29,0,3,22
10541,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Virat Kohli,RCB,55.21,62,64.09,51.95,0/4,-,3.26,46,0,4
10542,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Harshal Patel,RCB,53.65,0,-,0,2/23,2.63,53.65,0,2,23
10543,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Yuzvendra Chahal,RCB,44.03,0,-,0,2/25,2.65,44.03,0,2,25
10544,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,AB de Villiers,RCB,41.27,47,48.99,41.27,-,-,0,34,-,
10545,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Iqbal Abdulla,RCB,31.95,0,-,0,1/28,1.53,31.95,0,1,28
10546,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Ajinkya Rahane,RR,29.36,18,23.61,29.36,-,-,0,12,-,
10547,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Steven Smith,RR,23.62,31,30.43,23.62,-,-,0,28,-,
10548,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Chris Gayle,RCB,19.33,20,21.09,19.33,-,-,0,17,-,
10549,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Karun Nair,RR,15.17,16,17.12,15.17,-,-,0,14,-,
10550,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Stuart Binny,RR,10.13,20,15.86,10.13,-,-,0,20,-,
10551,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,David Wiese,RCB,5.23,0,-,0,0/27,-,5.23,0,0,27
10552,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Dhawal Kulkarni,RR,4.13,1,- 0.43,- 1.11,0/26,-,5.24,2,0,26
10553,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Sarfaraz Khan,RCB,0,0,-,0,-,-,0,0,-,
10554,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Mandeep Singh,RCB,0,0,-,0,-,-,0,0,-,
10555,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Dinesh Karthik,RCB,0,0,-,0,-,-,0,0,-,
10556,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Chris Morris,RR,- 0.37,3,2.17,0.88,0/23,-,- 1.25,3,0,23
10557,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Sanju Samson,RR,- 4.38,4,0.39,- 4.38,-,-,0,7,-,
10558,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Deepak Hooda,RR,- 5.91,1,- 1.25,- 4.02,0/4,-,- 1.88,3,0,4
10559,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,James Faulkner,RR,- 6.39,4,1.6,- 1.42,0/17,-,- 4.97,5,0,17
10560,22nd match (N),Ahmedabad,24-April-2015,24-April-2015,Pravin Tambe,RR,- 8.21,2,- 0.89,- 0.6,0/36,-,- 7.61,4,0,36
10561,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Mitchell McClenaghan,MI,92.62,1,0.72,0.44,3/20,4.29,92.18,1,3,20
10562,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Bhuvneshwar Kumar,SRH,69.47,6,6,4.92,3/26,3.15,64.56,4,3,26
10563,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Shikhar Dhawan,SRH,68.91,42,54.53,68.91,-,-,0,29,-,
10564,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Lasith Malinga,MI,67.56,0,-,0,4/23,3.83,67.56,0,4,23
10565,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Lendl Simmons,MI,59.34,51,57.1,59.34,-,-,0,42,-,
10566,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Jagadeesha Suchith,MI,46,9,11.29,12.98,1/25,1.42,33.01,5,1,25
10567,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Kieron Pollard,MI,37.34,33,34.84,37.34,-,-,0,24,-,
10568,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Rohit Sharma,MI,36.86,24,31,36.86,-,-,0,15,-,
10569,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Karn Sharma,SRH,31.54,2,0.58,- 3.08,1/30,1.88,34.62,5,1,30
10570,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Praveen Kumar,SRH,31.43,0,- 0.54,- 1.14,2/35,2.16,32.57,2,2,35
10571,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Dale Steyn,SRH,25.24,0,-,- 0.36,2/38,2.14,25.61,1,2,38
10572,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Hanuma Vihari,SRH,22.32,16,18.56,22.32,-,-,0,10,-,
10573,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Parthiv Patel,MI,15.12,17,16.7,15.12,-,-,0,17,-,
10574,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,David Warner,SRH,13.1,9,10.89,13.1,-,-,0,7,-,
10575,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,KL Rahul,SRH,12.21,25,20.3,12.21,-,-,0,27,-,
10576,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Trent Boult,SRH,9.92,0,-,0,0/27,-,9.92,0,0,27
10577,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Unmukt Chand,MI,6.72,5,5.87,6.72,-,-,0,4,-,
10578,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Naman Ojha,SRH,5.78,9,8.62,5.78,-,-,0,9,-,
10579,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Ambati Rayudu,MI,2.83,7,4.85,2.83,-,-,0,7,-,
10580,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Ravi Bopara,SRH,- 0.09,23,12.22,- 0.09,-,-,0,27,-,
10581,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Vinay Kumar,MI,- 1.3,0,- 1.27,- 1.84,0/31,-,0.54,1,0,31
10582,23rd match (D/N),Wankhede,25-April-2015,25-April-2015,Harbhajan Singh,MI,- 13.42,0,- 5.31,- 10.18,0/36,-,- 3.25,4,0,36
10583,24th match (N),Chennai,25-April-2015,25-April-2015,Brendon McCullum,CSK,95.94,66,80.88,95.94,-,-,0,44,-,
10584,24th match (N),Chennai,25-April-2015,25-April-2015,Dwayne Smith,CSK,54.21,26,38.34,54.21,-,-,0,13,-,
10585,24th match (N),Chennai,25-April-2015,25-April-2015,Ravindra Jadeja,CSK,52.82,18,19.3,19.9,3/22,2.2,32.92,11,3,22
10586,24th match (N),Chennai,25-April-2015,25-April-2015,MS Dhoni,CSK,43.83,41,43.43,43.83,-,-,0,27,-,
10587,24th match (N),Chennai,25-April-2015,25-April-2015,Ashish Nehra,CSK,42.27,0,-,0,2/16,2.12,42.27,0,2,16
10588,24th match (N),Chennai,25-April-2015,25-April-2015,Murali Vijay,PBKS,39.49,34,38.65,39.49,-,-,0,32,-,
10589,24th match (N),Chennai,25-April-2015,25-April-2015,Anureet Singh,PBKS,29.15,10,10,4.64,1/40,1.87,24.51,20,1,40
10590,24th match (N),Chennai,25-April-2015,25-April-2015,Ishwar Pandey,CSK,24.84,0,-,0,1/17,1.62,24.84,0,1,17
10591,24th match (N),Chennai,25-April-2015,25-April-2015,Axar Patel,PBKS,24.83,9,9,4.62,1/35,1.39,20.21,10,1,35
10592,24th match (N),Chennai,25-April-2015,25-April-2015,Suresh Raina,CSK,23.71,29,28.99,23.71,-,-,0,26,-,
10593,24th match (N),Chennai,25-April-2015,25-April-2015,Ravichandran Ashwin,CSK,16.16,0,-,0,2/14,0.87,16.16,0,2,14
10594,24th match (N),Chennai,25-April-2015,25-April-2015,Shaun Marsh,PBKS,9.58,10,10.6,9.58,-,-,0,10,-,
10595,24th match (N),Chennai,25-April-2015,25-April-2015,Mohit Sharma,CSK,8.56,0,-,0,1/10,0.33,8.56,0,1,10
10596,24th match (N),Chennai,25-April-2015,25-April-2015,Dwayne Bravo,CSK,4.63,0,-,0,0/13,-,4.63,0,0,13
10597,24th match (N),Chennai,25-April-2015,25-April-2015,Wriddhiman Saha,PBKS,3.8,15,15,3.8,-,-,0,23,-,
10598,24th match (N),Chennai,25-April-2015,25-April-2015,Sandeep Sharma,PBKS,2.67,1,1,0.67,0/32,-,2,4,0,32
10599,24th match (N),Chennai,25-April-2015,25-April-2015,Faf du Plessis,CSK,0,0,-,0,-,-,0,0,-,
10600,24th match (N),Chennai,25-April-2015,25-April-2015,Virender Sehwag,PBKS,- 1.25,1,0.16,- 1.25,-,-,0,2,-,
10601,24th match (N),Chennai,25-April-2015,25-April-2015,George Bailey,PBKS,- 2.42,1,- 0.2,- 2.42,-,-,0,3,-,
10602,24th match (N),Chennai,25-April-2015,25-April-2015,David Miller,PBKS,- 4.93,3,1.22,- 4.93,-,-,0,9,-,
10603,24th match (N),Chennai,25-April-2015,25-April-2015,Mitchell Johnson,PBKS,- 8.31,1,1,0.24,0/40,-,- 8.55,2,0,40
10604,24th match (N),Chennai,25-April-2015,25-April-2015,Karanveer Singh,PBKS,- 12.17,2,2,1.03,0/43,-,- 13.2,5,0,43
10605,26th match (N),Delhi,26-April-2015,26-April-2015,Mitchell Starc,RCB,58.52,0,-,0,3/20,3.08,58.52,0,3,20
10606,26th match (N),Delhi,26-April-2015,26-April-2015,Chris Gayle,RCB,56.73,62,62.95,56.73,-,-,0,40,-,
10607,26th match (N),Delhi,26-April-2015,26-April-2015,Varun Aaron,RCB,49.56,0,-,0,2/24,2.79,49.56,0,2,24
10608,26th match (N),Delhi,26-April-2015,26-April-2015,David Wiese,RCB,45.96,0,-,0,2/18,2.48,45.96,0,2,18
10609,26th match (N),Delhi,26-April-2015,26-April-2015,Kedar Jadhav,DC,44.22,33,40.63,44.22,-,-,0,29,-,
10610,26th match (N),Delhi,26-April-2015,26-April-2015,Virat Kohli,RCB,30.36,35,34.97,30.36,-,-,0,23,-,
10611,26th match (N),Delhi,26-April-2015,26-April-2015,Iqbal Abdulla,RCB,20.97,0,-,0,1/17,0.84,20.97,0,1,17
10612,26th match (N),Delhi,26-April-2015,26-April-2015,Harshal Patel,RCB,19.29,0,-,0,1/14,0.9,19.29,0,1,14
10613,26th match (N),Delhi,26-April-2015,26-April-2015,Mayank Agarwal,DC,15.89,27,24.19,15.89,-,-,0,34,-,
10614,26th match (N),Delhi,26-April-2015,26-April-2015,Jean-Paul Duminy,DC,12.58,13,13.43,12.99,0/7,-,- 0.41,14,0,7
10615,26th match (N),Delhi,26-April-2015,26-April-2015,Angelo Mathews,DC,0.64,0,- 0.68,- 1.61,0/3,-,2.26,1,0,3
10616,26th match (N),Delhi,26-April-2015,26-April-2015,Sarfaraz Khan,RCB,0,0,-,0,-,-,0,0,-,
10617,26th match (N),Delhi,26-April-2015,26-April-2015,Mandeep Singh,RCB,0,0,-,0,-,-,0,0,-,
10618,26th match (N),Delhi,26-April-2015,26-April-2015,AB de Villiers,RCB,0,0,-,0,-,-,0,0,-,
10619,26th match (N),Delhi,26-April-2015,26-April-2015,Dinesh Karthik,RCB,0,0,-,0,-,-,0,0,-,
10620,26th match (N),Delhi,26-April-2015,26-April-2015,Shreyas Iyer,DC,- 1.82,0,- 0.83,- 1.82,-,-,0,1,-,
10621,26th match (N),Delhi,26-April-2015,26-April-2015,Yuvraj Singh,DC,- 3.25,2,- 0.33,- 3.25,-,-,0,5,-,
10622,26th match (N),Delhi,26-April-2015,26-April-2015,Shahbaz Nadeem,DC,- 3.47,2,- 2.7,- 3.47,-,-,0,7,-,
10623,26th match (N),Delhi,26-April-2015,26-April-2015,Imran Tahir,DC,- 3.68,3,2.2,1.31,0/20,-,- 4.99,4,0,20
10624,26th match (N),Delhi,26-April-2015,26-April-2015,Nathan Coulter-Nile,DC,- 5.41,4,0.49,- 3.02,0/30,-,- 2.4,8,0,30
10625,26th match (N),Delhi,26-April-2015,26-April-2015,Domnic Muthuswami,DC,- 7.05,1,- 0.56,- 0.37,0/14,-,- 6.67,3,0,14
10626,26th match (N),Delhi,26-April-2015,26-April-2015,Amit Mishra,DC,- 8.99,2,0.28,- 0.83,0/25,-,- 8.16,4,0,25
10627,27th match (N),Mohali,27-April-2015,27-April-2015,David Warner,SRH,93.09,58,74.95,93.09,-,-,0,41,-,
10628,27th match (N),Mohali,27-April-2015,27-April-2015,Trent Boult,SRH,91.83,0,-,0,3/19,4.35,91.83,0,3,19
10629,27th match (N),Mohali,27-April-2015,27-April-2015,Axar Patel,PBKS,62.32,17,19.14,20.04,2/25,2.07,42.28,13,2,25
10630,27th match (N),Mohali,27-April-2015,27-April-2015,Wriddhiman Saha,PBKS,50.93,42,48.94,50.93,-,-,0,33,-,
10631,27th match (N),Mohali,27-April-2015,27-April-2015,Mitchell Johnson,PBKS,48.09,4,2.89,0.94,2/39,3.33,47.15,6,2,39
10632,27th match (N),Mohali,27-April-2015,27-April-2015,Ashish Reddy,SRH,45.81,22,32.68,45.81,-,-,0,8,-,
10633,27th match (N),Mohali,27-April-2015,27-April-2015,Bhuvneshwar Kumar,SRH,45.55,0,-,0,2/23,2.31,45.55,0,2,23
10634,27th match (N),Mohali,27-April-2015,27-April-2015,Karn Sharma,SRH,35.59,1,0.57,0.06,1/22,1.65,35.53,1,1,22
10635,27th match (N),Mohali,27-April-2015,27-April-2015,George Bailey,PBKS,34.53,22,29.1,34.53,-,-,0,16,-,
10636,27th match (N),Mohali,27-April-2015,27-April-2015,Moises Henriques,SRH,32.14,30,20.9,8.32,1/30,1.56,23.83,32,1,30
10637,27th match (N),Mohali,27-April-2015,27-April-2015,Anureet Singh,PBKS,24.89,0,- 0.07,- 0.24,1/27,0.98,25.13,2,1,27
10638,27th match (N),Mohali,27-April-2015,27-April-2015,Naman Ojha,SRH,19.99,28,24.85,19.99,-,-,0,26,-,
10639,27th match (N),Mohali,27-April-2015,27-April-2015,David Miller,PBKS,15.11,15,16.87,15.11,-,-,0,14,-,
10640,27th match (N),Mohali,27-April-2015,27-April-2015,Hanuma Vihari,SRH,11.43,9,10.11,11.43,-,-,0,8,-,
10641,27th match (N),Mohali,27-April-2015,27-April-2015,Sandeep Sharma,PBKS,10.55,1,1,0.67,1/35,0.78,9.88,1,1,35
10642,27th match (N),Mohali,27-April-2015,27-April-2015,Murali Vijay,PBKS,9.4,12,8.94,2.21,0/16,-,7.19,16,0,16
10643,27th match (N),Mohali,27-April-2015,27-April-2015,Rishi Dhawan,PBKS,1.29,4,2.3,- 0.54,0/7,-,1.83,6,0,7
10644,27th match (N),Mohali,27-April-2015,27-April-2015,Shikhar Dhawan,SRH,- 1.39,1,0.09,- 1.39,-,-,0,2,-,
10645,27th match (N),Mohali,27-April-2015,27-April-2015,Manan Vohra,PBKS,- 3.3,5,1.12,- 3.3,-,-,0,9,-,
10646,27th match (N),Mohali,27-April-2015,27-April-2015,Ravi Bopara,SRH,- 5.13,0,- 2.71,- 5.13,-,-,0,2,-,
10647,27th match (N),Mohali,27-April-2015,27-April-2015,Shaun Marsh,PBKS,- 5.22,1,- 1.67,- 5.22,-,-,0,4,-,
10648,27th match (N),Mohali,27-April-2015,27-April-2015,Praveen Kumar,SRH,- 5.43,0,-,0,1/34,0.32,- 5.43,0,1,34
